full_path,vocals/PredDecibel,vocals/SNR,vocals/SignalNoiseRatio,vocals/TargetDecibel,drums/PredDecibel,drums/SNR,drums/SignalNoiseRatio,drums/TargetDecibel,bass/PredDecibel,bass/SNR,bass/SignalNoiseRatio,bass/TargetDecibel,other/PredDecibel,other/SNR,other/SignalNoiseRatio,other/TargetDecibel,model,test_set
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/491c1ff5-1e7b-4046-8029-a82d4a8aefb4.npz,-31.732662200927734,9.995182037353516,9.995182037353516,-31.745960235595703,-32.26454544067383,9.8790283203125,9.8790283203125,-31.979787826538086,-32.29625701904297,6.547122955322266,6.547122955322266,-32.536861419677734,-34.34123611450195,4.499567031860352,4.499567031860352,-31.977092742919922,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/4999a0bf-a753-4e0e-85b1-690259dabf96.npz,-31.94769287109375,4.690773010253906,4.690773010253906,-30.631244659423828,-32.185367584228516,4.450028419494629,4.450028419494629,-31.262073516845703,-28.194374084472656,9.690254211425781,9.690254211425781,-27.765216827392578,-29.7222900390625,4.103890419006348,4.103890419006348,-29.366071701049805,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/5640831d-7853-4d06-8166-988e2844b652.npz,-30.830272674560547,6.144838333129883,6.144838333129883,-29.614757537841797,-28.008953094482422,5.20466423034668,5.20466423034668,-26.2755184173584,-23.51111602783203,7.69923734664917,7.69923734664917,-23.3326358795166,-29.160449981689453,5.601366996765137,5.601366996765137,-28.93838882446289,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/5a6df5c7-a58a-479e-bdfb-c5946c221933.npz,-29.637657165527344,8.149073600769043,8.149073600769043,-28.92911148071289,-29.107778549194336,6.573925018310547,6.573925018310547,-28.035572052001953,-29.698495864868164,5.2686872482299805,5.2686872482299805,-29.572986602783203,-33.829681396484375,3.3758862018585205,3.3758862018585205,-32.117095947265625,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/606e3380-b062-4b74-88ac-b60d6f4d0a37.npz,-30.552719116210938,8.879060745239258,8.879060745239258,-30.068151473999023,-34.63488006591797,1.7396183013916016,1.7396183013916016,-34.259464263916016,-26.80999755859375,9.15196418762207,9.15196418762207,-26.366230010986328,-33.69113540649414,2.8769350051879883,2.8769350051879883,-31.896686553955078,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/6b48c9de-fa34-4635-9718-04e01a03a0fe.npz,-29.054168701171875,6.57818603515625,6.57818603515625,-28.058399200439453,-31.755884170532227,3.5510616302490234,3.5510616302490234,-30.74782371520996,-30.469419479370117,6.793002605438232,6.793002605438232,-29.084144592285156,-27.80406951904297,4.915310382843018,4.915310382843018,-27.07635498046875,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/6de41c50-0c49-4528-b60b-75c45d3630f4.npz,-28.48746109008789,7.8114824295043945,7.8114824295043945,-27.792095184326172,-29.154823303222656,4.2760329246521,4.2760329246521,-27.190467834472656,-24.442140579223633,6.6553826332092285,6.6553826332092285,-24.397544860839844,-28.512569427490234,4.745643615722656,4.745643615722656,-27.109277725219727,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/704f1de9-1d02-4c2b-af05-107a7700a51d.npz,-32.05793762207031,3.1549651622772217,3.1549651622772217,-32.224365234375,-28.329145431518555,6.2966837882995605,6.2966837882995605,-26.92042350769043,-26.83200454711914,6.565295219421387,6.565295219421387,-26.047943115234375,-34.31100082397461,-0.2943841814994812,-0.2943841814994812,-34.2691650390625,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/78ef22ce-472f-4f82-8656-16df73b9465f.npz,-26.41228485107422,7.1637468338012695,7.1637468338012695,-26.747886657714844,-33.66421127319336,4.4979448318481445,4.4979448318481445,-32.82122802734375,-23.917081832885742,18.787626266479492,18.787626266479492,-23.80704689025879,-29.661752700805664,5.208720684051514,5.208720684051514,-27.418750762939453,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/7bfa233c-24ed-4c7a-9096-11e3aa00c55d.npz,-29.15614891052246,7.803361415863037,7.803361415863037,-28.68526840209961,-30.498977661132812,6.890944480895996,6.890944480895996,-29.607315063476562,-28.241668701171875,7.5574445724487305,7.5574445724487305,-27.96504783630371,-30.22052764892578,5.353099822998047,5.353099822998047,-29.06308364868164,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/7dd515b0-e218-425d-b8bf-a75056237d6a.npz,-23.899450302124023,12.584136962890625,12.584136962890625,-23.82159996032715,-50.31446838378906,,,-120.0,-44.65803527832031,,-92.63340759277344,-120.0,-27.14376449584961,9.466418266296387,9.466418266296387,-26.316253662109375,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/8042b88a-6179-406b-9ec4-b45a4cdd4a71.npz,-30.32925796508789,4.705161094665527,4.705161094665527,-28.309635162353516,-28.608627319335938,2.912053108215332,2.912053108215332,-28.323347091674805,-28.64745330810547,4.872700214385986,4.872700214385986,-27.085739135742188,-30.59535789489746,1.4272119998931885,1.4272119998931885,-31.22679901123047,prl820re,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/88b545e5-4d06-4d55-a306-1bd3a2915ee5.npz,-29.86516571044922,9.594099044799805,9.594099044799805,-29.54204559326172,-31.657503128051758,5.944849014282227,5.944849014282227,-30.310501098632812,-31.26023292541504,5.076094627380371,5.076094627380371,-30.097354888916016,-31.196460723876953,3.793814182281494,3.793814182281494,-30.569570541381836,prl820re,MoisesDBDatasource
