full_path,bass/PredDecibel,bass/SNR,bass/SignalNoiseRatio,bass/TargetDecibel,model,test_set
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0358fd1e-244a-4422-9a42-29b5d68f6e4b.npz,-34.622901916503906,,-106.20820617675781,-120.0,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/05e7af85-9721-4b42-952a-ccd34feb6033.npz,-31.88885498046875,9.661155700683594,9.661155700683594,-31.780061721801758,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f.npz,-29.58429527282715,16.316017150878906,16.316017150878906,-29.538410186767578,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/07fb2df2-91d6-458d-9230-9638b4edac08.npz,-37.24177932739258,9.691463470458984,9.691463470458984,-37.14490509033203,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0d528a19-cb0f-4421-b250-444f9343e51c.npz,-26.24831199645996,13.94256591796875,13.94256591796875,-26.186798095703125,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/11845abc-8ca3-4fb2-bd84-521aeeff56f4.npz,-34.135826110839844,-0.6742753386497498,-0.6742753386497498,-27.511396408081055,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/125fc63d-9b69-4170-a46a-42c91bc28446.npz,-32.10627746582031,16.349735260009766,16.349735260009766,-32.12579345703125,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1a32e987-cae8-458f-9c26-d9a6abf5348d.npz,-33.29396057128906,10.94334888458252,10.94334888458252,-33.08759307861328,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4.npz,-23.629165649414062,15.997576713562012,15.997576713562012,-23.5837459564209,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1f98fe4d-26c7-460f-9f68-33964bc4d8d3.npz,-35.57754898071289,9.238936424255371,9.238936424255371,-35.549747467041016,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/215391aa-1168-42dd-9cab-f8b0c6ff566b.npz,-30.376617431640625,6.0198588371276855,6.0198588371276855,-30.522920608520508,w86ixw22,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/25789239-1075-43b9-bfc9-51dff4a29590.npz,-31.738853454589844,6.505530834197998,6.505530834197998,-32.096981048583984,w86ixw22,MoisesDBDatasource
