full_path,vocals/PredDecibel,vocals/SNR,vocals/SignalNoiseRatio,vocals/TargetDecibel,drums/PredDecibel,drums/SNR,drums/SignalNoiseRatio,drums/TargetDecibel,bass/PredDecibel,bass/SNR,bass/SignalNoiseRatio,bass/TargetDecibel,guitar/PredDecibel,guitar/SNR,guitar/SignalNoiseRatio,guitar/TargetDecibel,piano/PredDecibel,piano/SNR,piano/SignalNoiseRatio,piano/TargetDecibel,wind/PredDecibel,wind/SNR,wind/SignalNoiseRatio,wind/TargetDecibel,bowed_strings/PredDecibel,bowed_strings/SNR,bowed_strings/SignalNoiseRatio,bowed_strings/TargetDecibel,percussion/PredDecibel,percussion/SNR,percussion/SignalNoiseRatio,percussion/TargetDecibel,other_keys/PredDecibel,other_keys/SNR,other_keys/SignalNoiseRatio,other_keys/TargetDecibel,other_plucked/PredDecibel,other_plucked/SNR,other_plucked/SignalNoiseRatio,other_plucked/TargetDecibel,other/PredDecibel,other/SNR,other/SignalNoiseRatio,other/TargetDecibel,model,test_set
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0358fd1e-244a-4422-9a42-29b5d68f6e4b.npz,-34.35699462890625,4.922967910766602,4.922967910766602,-33.48836135864258,-31.869497299194336,6.560299396514893,6.560299396514893,-30.73606300354004,-35.29001998901367,,-105.53571319580078,-120.0,-29.64410400390625,3.5190906524658203,3.5190906524658203,-29.330013275146484,-45.992271423339844,0.14733785390853882,0.14733785390853882,-37.49302291870117,-75.56151580810547,,-64.49661254882812,-120.0,-53.39071273803711,,-86.77400970458984,-120.0,-82.14378356933594,4.154544512857683e-05,4.154544512857683e-05,-32.142433166503906,-52.77541732788086,0.15013879537582397,0.15013879537582397,-39.16152572631836,-61.59622573852539,,-74.98847961425781,-120.0,-119.99998474121094,,0.0,-120.0,1neek7gq,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/05e7af85-9721-4b42-952a-ccd34feb6033.npz,-32.86470031738281,6.446437835693359,6.446437835693359,-32.111732482910156,-30.081674575805664,8.641172409057617,8.641172409057617,-29.702970504760742,-32.25751876831055,8.366902351379395,8.366902351379395,-31.780061721801758,-32.994102478027344,5.008740425109863,5.008740425109863,-30.405752182006836,-55.45561218261719,,,-120.0,-67.71390533447266,,-68.07693481445312,-120.0,-52.498924255371094,,-85.65325164794922,-120.0,-79.16677856445312,,,-120.0,-56.987876892089844,,,-120.0,-59.66942596435547,,-74.41873168945312,-120.0,-119.99999237060547,,0.0,-120.0,1neek7gq,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f.npz,-27.575960159301758,10.368797302246094,10.368797302246094,-27.51344871520996,-32.42582702636719,6.923255920410156,6.923255920410156,-32.347023010253906,-29.45804786682129,8.135635375976562,8.135635375976562,-29.538410186767578,-30.829973220825195,5.342237949371338,5.342237949371338,-28.401010513305664,-60.69676971435547,,,-120.0,-81.33892059326172,,-51.395973205566406,-120.0,-66.34329986572266,,-66.75534057617188,-120.0,-54.525169372558594,3.8272600173950195,3.8272600173950195,-52.283164978027344,-67.89456939697266,,,-120.0,-63.325157165527344,,-66.22404479980469,-120.0,-119.99999237060547,,0.0,-120.0,1neek7gq,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/07fb2df2-91d6-458d-9230-9638b4edac08.npz,-36.47414016723633,6.037806510925293,6.037806510925293,-35.46328353881836,-29.76284408569336,11.626937866210938,11.626937866210938,-29.805604934692383,-38.53424835205078,4.950091361999512,4.950091361999512,-37.14490509033203,-33.067710876464844,3.6259756088256836,3.6259756088256836,-32.573875427246094,-44.76390838623047,1.2449750900268555,1.2449750900268555,-39.38029861450195,-70.5719985961914,,-67.28842163085938,-120.0,-55.01367950439453,0.12041343748569489,0.12041343748569489,-44.74441909790039,-84.65697479248047,,,-120.0,-70.95620727539062,,,-120.0,-63.96192169189453,,-71.55785369873047,-120.0,-119.99999237060547,,0.0,-120.0,1neek7gq,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0d528a19-cb0f-4421-b250-444f9343e51c.npz,-25.184078216552734,7.7916998863220215,7.7916998863220215,-24.466867446899414,-25.731456756591797,8.815855026245117,8.815855026245117,-25.348506927490234,-26.63756561279297,11.087949752807617,11.087949752807617,-26.186798095703125,-29.37598419189453,4.2507171630859375,4.2507171630859375,-27.044570922851562,-59.387351989746094,,,-120.0,-53.781227111816406,,-81.39581298828125,-120.0,-64.10914611816406,,-70.61116790771484,-120.0,-95.70100402832031,,,-120.0,-50.5433464050293,,,-120.0,-57.199317932128906,,-73.25006866455078,-120.0,-119.99998474121094,,0.0,-120.0,1neek7gq,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/11845abc-8ca3-4fb2-bd84-521aeeff56f4.npz,-28.657724380493164,8.623815536499023,8.623815536499023,-28.53472900390625,-24.449491500854492,10.99045467376709,10.99045467376709,-24.17966079711914,-35.1110954284668,-0.30617183446884155,-0.30617183446884155,-27.511396408081055,-26.997928619384766,-0.5202838778495789,-0.5202838778495789,-28.76087188720703,-42.775169372558594,,,-120.0,-78.97332000732422,,-60.053070068359375,-120.0,-50.38387680053711,,-88.76297760009766,-120.0,-79.21965026855469,,,-120.0,-49.018611907958984,0.02930503338575363,0.02930503338575363,-31.610595703125,-56.63764572143555,,-78.91276550292969,-120.0,-119.99996185302734,,0.0,-120.0,1neek7gq,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/125fc63d-9b69-4170-a46a-42c91bc28446.npz,-27.734119415283203,6.5721659660339355,6.5721659660339355,-28.39012336730957,-46.7408447265625,3.221652030944824,3.221652030944824,-44.06062698364258,-32.15718460083008,12.239630699157715,12.239630699157715,-32.12579345703125,-35.10496520996094,3.52584171295166,3.52584171295166,-32.061988830566406,-53.64589309692383,,,-120.0,-42.17449951171875,1.2863054275512695,1.2863054275512695,-32.79975128173828,-52.228050231933594,,-85.38459777832031,-120.0,-86.52134704589844,,,-120.0,-61.16365051269531,,,-120.0,-63.73426055908203,,-70.44268035888672,-120.0,-119.99999237060547,,0.0,-120.0,1neek7gq,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1a32e987-cae8-458f-9c26-d9a6abf5348d.npz,-32.9454460144043,9.743086814880371,9.743086814880371,-32.74550247192383,-29.46321678161621,11.069770812988281,11.069770812988281,-29.379594802856445,-34.250919342041016,6.13645076751709,6.13645076751709,-33.08759307861328,-35.210044860839844,3.5070788860321045,3.5070788860321045,-33.22429275512695,-43.22517776489258,2.2489707469940186,2.2489707469940186,-38.618797302246094,-89.77057647705078,,-49.31376647949219,-120.0,-56.37744140625,,-82.9952392578125,-120.0,-85.8585433959961,,,-120.0,-65.6258316040039,,,-120.0,-62.911624908447266,,-72.936279296875,-120.0,-119.99998474121094,,0.0,-120.0,1neek7gq,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4.npz,-32.50799560546875,5.80024528503418,5.80024528503418,-31.761615753173828,-31.28004264831543,6.075836181640625,6.075836181640625,-30.77674102783203,-23.82259750366211,12.545422554016113,12.545422554016113,-23.5837459564209,-32.956520080566406,3.3689136505126953,3.3689136505126953,-30.401241302490234,-47.27984619140625,0.4451284408569336,0.4451284408569336,-37.994937896728516,-73.90213775634766,,-64.75419616699219,-120.0,-54.41402053833008,-0.28925061225891113,-0.28925061225891113,-45.33448791503906,-79.40480041503906,,,-120.0,-57.10160827636719,,,-120.0,-57.60491943359375,,-78.13375091552734,-120.0,-119.99992370605469,,0.0,-120.0,1neek7gq,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1f98fe4d-26c7-460f-9f68-33964bc4d8d3.npz,-35.77579116821289,4.467545509338379,4.467545509338379,-34.50276565551758,-32.97038650512695,10.286226272583008,10.286226272583008,-32.555625915527344,-36.06848907470703,7.723496437072754,7.723496437072754,-35.549747467041016,-41.505741119384766,1.5911524295806885,1.5911524295806885,-34.667381286621094,-53.1824836730957,,,-120.0,-73.30139923095703,,-64.92111206054688,-120.0,-61.8289909362793,,-76.39450073242188,-120.0,-83.71733856201172,,,-120.0,-44.3317985534668,,,-120.0,-62.70372772216797,,-71.94773864746094,-120.0,-119.99999237060547,,0.0,-120.0,1neek7gq,MoisesDBDatasource
