full_path,vocals/PredDecibel,vocals/SNR,vocals/SignalNoiseRatio,vocals/TargetDecibel,drums/PredDecibel,drums/SNR,drums/SignalNoiseRatio,drums/TargetDecibel,bass/PredDecibel,bass/SNR,bass/SignalNoiseRatio,bass/TargetDecibel,other/PredDecibel,other/SNR,other/SignalNoiseRatio,other/TargetDecibel,model,test_set
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/8f36f17f-c033-4c1b-a793-80dce43d507b.npz,-30.68495750427246,9.718416213989258,9.718416213989258,-30.51202392578125,-31.795225143432617,8.406291961669922,8.406291961669922,-31.355545043945312,-27.331745147705078,10.706377029418945,10.706377029418945,-27.16669273376465,-32.0821647644043,6.43102502822876,6.43102502822876,-31.261882781982422,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/93dda0e8-dd76-49e4-b08f-54a82387cdf6.npz,-32.44927215576172,4.976728439331055,4.976728439331055,-32.46970748901367,-35.6843147277832,5.415160179138184,5.415160179138184,-33.8278694152832,-25.435741424560547,11.665776252746582,11.665776252746582,-25.0262451171875,-27.951507568359375,6.576581001281738,6.576581001281738,-27.86917495727539,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd.npz,-28.494569778442383,8.377643585205078,8.377643585205078,-27.771406173706055,-31.75889015197754,8.32541275024414,8.32541275024414,-31.173994064331055,-36.68001174926758,5.879390239715576,5.879390239715576,-36.947025299072266,-31.78040313720703,4.457545280456543,4.457545280456543,-31.00975227355957,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/a1dcaeb2-f4e6-4818-b490-09f44d624afc.npz,-28.405370712280273,8.858424186706543,8.858424186706543,-27.595760345458984,-28.00698471069336,8.375499725341797,8.375499725341797,-27.01158905029297,-25.85577392578125,10.102519035339355,10.102519035339355,-25.7565975189209,-31.085376739501953,3.5300135612487793,3.5300135612487793,-31.142122268676758,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/a56d9450-3a26-485c-8ac3-24b6b54e2c1d.npz,-28.996049880981445,12.815691947937012,12.815691947937012,-28.864248275756836,-30.330520629882812,9.687843322753906,9.687843322753906,-29.678722381591797,-25.35430145263672,11.823598861694336,11.823598861694336,-25.34492301940918,-27.898359298706055,8.497957229614258,8.497957229614258,-27.244281768798828,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/aa600069-0a98-45e6-94fa-4000bfe46c25.npz,-37.52701187133789,8.431045532226562,8.431045532226562,-37.22572708129883,-31.902685165405273,11.131929397583008,11.131929397583008,-31.55923843383789,-34.05024337768555,8.547197341918945,8.547197341918945,-33.740047454833984,-37.17667007446289,5.521400451660156,5.521400451660156,-36.09951400756836,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/ad9bbefc-8762-46c9-b847-da14b10802b6.npz,-31.2410888671875,6.894730567932129,6.894730567932129,-30.834869384765625,-30.21254539489746,9.841592788696289,9.841592788696289,-29.45442008972168,-30.33517837524414,7.236269950866699,7.236269950866699,-29.82468605041504,-29.82354736328125,6.616929054260254,6.616929054260254,-29.314491271972656,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/adb5e3fd-d039-42e4-b09b-fd0784fa0c82.npz,-26.27906036376953,7.876873016357422,7.876873016357422,-25.960845947265625,-28.234827041625977,7.513360977172852,7.513360977172852,-28.008920669555664,-30.918283462524414,6.139921188354492,6.139921188354492,-31.337482452392578,-33.15192794799805,2.3201708793640137,2.3201708793640137,-29.440576553344727,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/bb45cf1a-4c58-4fe3-88ea-97ef27527507.npz,-27.300691604614258,7.432435989379883,7.432435989379883,-26.565624237060547,-24.637117385864258,12.907219886779785,12.907219886779785,-24.221603393554688,-28.123428344726562,10.99468994140625,10.99468994140625,-27.848506927490234,-29.473783493041992,4.637612342834473,4.637612342834473,-29.17166519165039,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/c6d73235-1dd5-4085-a3b3-50a3466c6168.npz,-31.84005355834961,4.431609153747559,4.431609153747559,-32.821533203125,-31.404001235961914,10.223575592041016,10.223575592041016,-30.943626403808594,-33.08506393432617,7.246750831604004,7.246750831604004,-33.05343246459961,-32.619998931884766,4.839447021484375,4.839447021484375,-30.381803512573242,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/c70471f9-9c4a-41c9-b8f8-20ac38847a8e.npz,-30.517425537109375,7.462803363800049,7.462803363800049,-29.708415985107422,-28.63802146911621,10.334822654724121,10.334822654724121,-28.094253540039062,-29.90706443786621,8.842527389526367,8.842527389526367,-30.21518325805664,-26.846181869506836,9.543463706970215,9.543463706970215,-26.627492904663086,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/dc61c44e-a771-47a9-8934-a0eb8f3e08ac.npz,-32.61235809326172,3.622140884399414,3.622140884399414,-30.83681869506836,-28.38994026184082,10.138082504272461,10.138082504272461,-27.803251266479492,-34.16114044189453,3.678645133972168,3.678645133972168,-32.18638610839844,-28.776214599609375,4.629720687866211,4.629720687866211,-28.60366439819336,0l0r6gav,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/dda2c057-6d73-43fa-a130-d7d6562c09ca.npz,-36.45000457763672,6.57902717590332,6.57902717590332,-35.675724029541016,-29.205808639526367,11.606772422790527,11.606772422790527,-28.872833251953125,-28.037036895751953,11.243135452270508,11.243135452270508,-27.704891204833984,-35.756813049316406,7.7410430908203125,7.7410430908203125,-35.277503967285156,0l0r6gav,MoisesDBDatasource
