full_path,drums/PredDecibel,drums/SNR,drums/SignalNoiseRatio,drums/TargetDecibel,model,test_set
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0358fd1e-244a-4422-9a42-29b5d68f6e4b.npz,-31.703411102294922,8.585672378540039,8.585672378540039,-30.73606300354004,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/05e7af85-9721-4b42-952a-ccd34feb6033.npz,-30.37798309326172,9.410565376281738,9.410565376281738,-29.702970504760742,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f.npz,-32.274715423583984,10.732702255249023,10.732702255249023,-32.347023010253906,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/07fb2df2-91d6-458d-9230-9638b4edac08.npz,-29.951475143432617,14.217951774597168,14.217951774597168,-29.805604934692383,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0d528a19-cb0f-4421-b250-444f9343e51c.npz,-25.78322982788086,10.151517868041992,10.151517868041992,-25.34850311279297,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/11845abc-8ca3-4fb2-bd84-521aeeff56f4.npz,-25.298892974853516,10.104402542114258,10.104402542114258,-24.179664611816406,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/125fc63d-9b69-4170-a46a-42c91bc28446.npz,-45.98806381225586,3.333685874938965,3.333685874938965,-44.06062698364258,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1a32e987-cae8-458f-9c26-d9a6abf5348d.npz,-29.571090698242188,13.590808868408203,13.590808868408203,-29.379592895507812,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4.npz,-31.228044509887695,8.165031433105469,8.165031433105469,-30.77674102783203,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1f98fe4d-26c7-460f-9f68-33964bc4d8d3.npz,-33.2296142578125,10.458000183105469,10.458000183105469,-32.555625915527344,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/215391aa-1168-42dd-9cab-f8b0c6ff566b.npz,-28.339635848999023,6.975882530212402,6.975882530212402,-27.772924423217773,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/25789239-1075-43b9-bfc9-51dff4a29590.npz,-28.025230407714844,6.834674835205078,6.834674835205078,-26.58075523376465,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/28748b6e-6125-42f7-998d-2ad734e39b6c.npz,-27.75701904296875,7.01861047744751,7.01861047744751,-26.323564529418945,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/35983cdd-3903-46cb-b184-f96274ced57b.npz,-27.177684783935547,11.329009056091309,11.329009056091309,-26.73343276977539,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/3c3b5fdb-f15e-4ba4-884a-b083ce2426c6.npz,-41.04827880859375,8.067156791687012,8.067156791687012,-40.62315368652344,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/3c557409-3a34-43c2-9159-5421bbad5ecb.npz,-28.79538345336914,9.226842880249023,9.226842880249023,-28.13477325439453,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/3e656eec-84d4-4a45-b410-d3817d849f92.npz,-31.6136474609375,8.341893196105957,8.341893196105957,-30.226106643676758,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/4380ad97-2620-4419-a011-ddfa29a87f54.npz,-28.435123443603516,15.735240936279297,15.735240936279297,-28.296384811401367,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/48c78ca6-18e9-42f2-9f05-fdbee90a7786.npz,-27.493846893310547,12.34897232055664,12.34897232055664,-27.277782440185547,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/491c1ff5-1e7b-4046-8029-a82d4a8aefb4.npz,-33.37181854248047,9.236019134521484,9.236019134521484,-31.979787826538086,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/4999a0bf-a753-4e0e-85b1-690259dabf96.npz,-31.98921012878418,6.539769649505615,6.539769649505615,-31.262073516845703,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/5640831d-7853-4d06-8166-988e2844b652.npz,-27.825603485107422,6.3299970626831055,6.3299970626831055,-26.2755184173584,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/5a6df5c7-a58a-479e-bdfb-c5946c221933.npz,-28.304176330566406,12.566282272338867,12.566282272338867,-28.035572052001953,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/606e3380-b062-4b74-88ac-b60d6f4d0a37.npz,-36.406314849853516,4.441263198852539,4.441263198852539,-34.259464263916016,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/6b48c9de-fa34-4635-9718-04e01a03a0fe.npz,-31.961700439453125,6.145435333251953,6.145435333251953,-30.74782371520996,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/6de41c50-0c49-4528-b60b-75c45d3630f4.npz,-27.89055824279785,7.720137596130371,7.720137596130371,-27.190467834472656,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/704f1de9-1d02-4c2b-af05-107a7700a51d.npz,-27.344322204589844,11.132862091064453,11.132862091064453,-26.92042350769043,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/78ef22ce-472f-4f82-8656-16df73b9465f.npz,-34.314422607421875,5.281757831573486,5.281757831573486,-32.82122802734375,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/7bfa233c-24ed-4c7a-9096-11e3aa00c55d.npz,-29.829391479492188,12.706613540649414,12.706613540649414,-29.607315063476562,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/7dd515b0-e218-425d-b8bf-a75056237d6a.npz,-87.68126678466797,,,-120.0,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/8042b88a-6179-406b-9ec4-b45a4cdd4a71.npz,-28.921680450439453,7.51606559753418,7.51606559753418,-28.323347091674805,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/88b545e5-4d06-4d55-a306-1bd3a2915ee5.npz,-30.838090896606445,7.309422492980957,7.309422492980957,-30.310501098632812,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/8a6c9c1f-4865-404f-a805-1949de36a33c.npz,-31.57881736755371,14.363378524780273,14.363378524780273,-31.343338012695312,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/8f36f17f-c033-4c1b-a793-80dce43d507b.npz,-32.198143005371094,6.9072265625,6.9072265625,-31.355545043945312,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/93dda0e8-dd76-49e4-b08f-54a82387cdf6.npz,-36.238006591796875,4.523843765258789,4.523843765258789,-33.8278694152832,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd.npz,-33.5001106262207,5.863062858581543,5.863062858581543,-31.173994064331055,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/a1dcaeb2-f4e6-4818-b490-09f44d624afc.npz,-27.787511825561523,8.300127983093262,8.300127983093262,-27.01158905029297,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/a56d9450-3a26-485c-8ac3-24b6b54e2c1d.npz,-29.81220054626465,14.368118286132812,14.368118286132812,-29.678722381591797,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/aa600069-0a98-45e6-94fa-4000bfe46c25.npz,-31.887950897216797,12.337135314941406,12.337135314941406,-31.55923843383789,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/ad9bbefc-8762-46c9-b847-da14b10802b6.npz,-29.90389633178711,10.843486785888672,10.843486785888672,-29.45442008972168,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/adb5e3fd-d039-42e4-b09b-fd0784fa0c82.npz,-28.29697036743164,8.687826156616211,8.687826156616211,-28.008920669555664,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/bb45cf1a-4c58-4fe3-88ea-97ef27527507.npz,-25.191852569580078,9.170913696289062,9.170913696289062,-24.221603393554688,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/c6d73235-1dd5-4085-a3b3-50a3466c6168.npz,-31.419662475585938,10.641437530517578,10.641437530517578,-30.943626403808594,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/c70471f9-9c4a-41c9-b8f8-20ac38847a8e.npz,-28.731807708740234,9.347153663635254,9.347153663635254,-28.094253540039062,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/dc61c44e-a771-47a9-8934-a0eb8f3e08ac.npz,-28.583127975463867,8.583797454833984,8.583797454833984,-27.803251266479492,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/dda2c057-6d73-43fa-a130-d7d6562c09ca.npz,-29.0799560546875,13.378728866577148,13.378728866577148,-28.872833251953125,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/f0c565c5-fc73-4da1-b979-0fac0167f671.npz,-29.345260620117188,14.69267463684082,14.69267463684082,-29.206340789794922,2nbtce70,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/fc3c9e48-e2ac-4088-af65-68404baa7f12.npz,-27.26537322998047,10.829486846923828,10.829486846923828,-26.7269229888916,2nbtce70,MoisesDBDatasource
