full_path,vocals/PredDecibel,vocals/SNR,vocals/SignalNoiseRatio,vocals/TargetDecibel,drums/PredDecibel,drums/SNR,drums/SignalNoiseRatio,drums/TargetDecibel,bass/PredDecibel,bass/SNR,bass/SignalNoiseRatio,bass/TargetDecibel,guitar/PredDecibel,guitar/SNR,guitar/SignalNoiseRatio,guitar/TargetDecibel,piano/PredDecibel,piano/SNR,piano/SignalNoiseRatio,piano/TargetDecibel,wind/PredDecibel,wind/SNR,wind/SignalNoiseRatio,wind/TargetDecibel,bowed_strings/PredDecibel,bowed_strings/SNR,bowed_strings/SignalNoiseRatio,bowed_strings/TargetDecibel,percussion/PredDecibel,percussion/SNR,percussion/SignalNoiseRatio,percussion/TargetDecibel,other_keys/PredDecibel,other_keys/SNR,other_keys/SignalNoiseRatio,other_keys/TargetDecibel,other_plucked/PredDecibel,other_plucked/SNR,other_plucked/SignalNoiseRatio,other_plucked/TargetDecibel,other/PredDecibel,other/SNR,other/SignalNoiseRatio,other/TargetDecibel,model,test_set
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/5640831d-7853-4d06-8166-988e2844b652.npz,-30.010284423828125,6.729096412658691,6.729096412658691,-29.614757537841797,-27.228713989257812,6.951030731201172,6.951030731201172,-26.2755184173584,-23.6824951171875,8.87152099609375,8.87152099609375,-23.3326358795166,-32.0517692565918,-2.8099489212036133,-2.8099489212036133,-35.412635803222656,-55.139156341552734,,,-120.0,-65.2901611328125,,-72.97596740722656,-120.0,-42.94408416748047,,-95.45953369140625,-120.0,-68.25830841064453,,,-120.0,-45.49607849121094,0.42716920375823975,0.42716920375823975,-30.062164306640625,-56.91627883911133,,-78.82478332519531,-120.0,-119.99996948242188,,0.0,-120.0,h5fcofk0,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/5a6df5c7-a58a-479e-bdfb-c5946c221933.npz,-29.538747787475586,8.710687637329102,8.710687637329102,-28.92911148071289,-28.177431106567383,10.973100662231445,10.973100662231445,-28.035572052001953,-29.978931427001953,9.596246719360352,9.596246719360352,-29.572986602783203,-39.77759552001953,0.4371398091316223,0.4371398091316223,-36.741600036621094,-40.63758850097656,1.9694981575012207,1.9694981575012207,-35.80904769897461,-55.12776184082031,0.42008325457572937,0.42008325457572937,-41.45542526245117,-66.57029724121094,,-71.45849609375,-120.0,-65.37958526611328,-0.13563071191310883,-0.13563071191310883,-50.33335876464844,-55.969905853271484,0.2007581740617752,0.2007581740617752,-42.74091339111328,-58.57624816894531,0.04755281284451485,0.04755281284451485,-50.193145751953125,-119.99995422363281,,0.0,-120.0,h5fcofk0,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/606e3380-b062-4b74-88ac-b60d6f4d0a37.npz,-30.265792846679688,9.88800048828125,9.88800048828125,-30.068151473999023,-36.2729606628418,3.3564414978027344,3.3564414978027344,-34.259464263916016,-26.399795532226562,10.104363441467285,10.104363441467285,-26.366230010986328,-38.92741394042969,1.8654223680496216,1.8654223680496216,-31.896686553955078,-56.056549072265625,,,-120.0,-86.10550689697266,,-53.44139862060547,-120.0,-51.610008239746094,,-88.0806884765625,-120.0,-76.28622436523438,,,-120.0,-62.57637405395508,,,-120.0,-57.82395935058594,,-79.31233978271484,-120.0,-119.99998474121094,,0.0,-120.0,h5fcofk0,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/6b48c9de-fa34-4635-9718-04e01a03a0fe.npz,-28.58318519592285,6.893981456756592,6.893981456756592,-28.058399200439453,-31.94525146484375,5.700044631958008,5.700044631958008,-30.74782371520996,-29.79214859008789,8.518957138061523,8.518957138061523,-29.084144592285156,-28.94659996032715,5.6254472732543945,5.6254472732543945,-27.076356887817383,-48.502140045166016,,,-120.0,-70.73761749267578,,-69.44685363769531,-120.0,-55.721126556396484,,-83.4385986328125,-120.0,-89.74766540527344,,,-120.0,-63.55726623535156,,,-120.0,-61.45440673828125,,-74.59953308105469,-120.0,-119.99998474121094,,0.0,-120.0,h5fcofk0,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/6de41c50-0c49-4528-b60b-75c45d3630f4.npz,-28.176513671875,7.695580005645752,7.695580005645752,-27.792095184326172,-27.4400691986084,6.489211559295654,6.489211559295654,-27.190465927124023,-24.8835391998291,8.093811988830566,8.093811988830566,-24.397544860839844,-29.903623580932617,4.731446266174316,4.731446266174316,-27.109277725219727,-60.49235534667969,,,-120.0,-66.92953491210938,,-73.34420776367188,-120.0,-57.06699752807617,,-83.09031677246094,-120.0,-84.81426239013672,,,-120.0,-62.97550582885742,,,-120.0,-60.81597900390625,,-76.03225708007812,-120.0,-119.9998550415039,,0.0,-120.0,h5fcofk0,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/704f1de9-1d02-4c2b-af05-107a7700a51d.npz,-32.44091796875,7.7120561599731445,7.7120561599731445,-32.224365234375,-27.017547607421875,11.249931335449219,11.249931335449219,-26.92042350769043,-26.6104793548584,8.751989364624023,8.751989364624023,-26.047943115234375,-38.00109100341797,0.45954787731170654,0.45954787731170654,-34.2691650390625,-56.43590545654297,,,-120.0,-88.14436340332031,,-51.61714553833008,-120.0,-73.42366027832031,,-66.54933166503906,-120.0,-66.33235931396484,,,-120.0,-65.6447982788086,,,-120.0,-65.02845001220703,,-71.58981323242188,-120.0,-119.99995422363281,,0.0,-120.0,h5fcofk0,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/78ef22ce-472f-4f82-8656-16df73b9465f.npz,-26.22013282775879,6.528759002685547,6.528759002685547,-26.747886657714844,-34.053253173828125,4.711723804473877,4.711723804473877,-32.82122802734375,-23.91034698486328,19.070941925048828,19.070941925048828,-23.807044982910156,-34.8740234375,2.331941604614258,2.331941604614258,-30.516613006591797,-55.0041389465332,,,-120.0,-36.74689865112305,1.8778637647628784,1.8778637647628784,-30.33584213256836,-60.99863052368164,,-77.0362777709961,-120.0,-79.59672546386719,,,-120.0,-58.644020080566406,,,-120.0,-61.80615997314453,,-72.49826049804688,-120.0,-119.99996185302734,,0.0,-120.0,h5fcofk0,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/7bfa233c-24ed-4c7a-9096-11e3aa00c55d.npz,-29.157716751098633,8.164289474487305,8.164289474487305,-28.68526840209961,-29.84571647644043,10.414360046386719,10.414360046386719,-29.607315063476562,-28.240482330322266,10.26777172088623,10.26777172088623,-27.965045928955078,-38.103450775146484,-0.10279321670532227,-0.10279321670532227,-36.09190368652344,-33.296844482421875,4.139040946960449,4.139040946960449,-30.49059295654297,-51.500213623046875,-0.6106168031692505,-0.6106168031692505,-42.769500732421875,-52.376014709472656,0.5739629864692688,0.5739629864692688,-42.53108215332031,-77.05157470703125,-0.09913314133882523,-0.09913314133882523,-58.813621520996094,-57.219032287597656,,,-120.0,-60.271385192871094,,-77.17046356201172,-120.0,-119.99998474121094,,0.0,-120.0,h5fcofk0,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/7dd515b0-e218-425d-b8bf-a75056237d6a.npz,-23.773681640625,11.781322479248047,11.781322479248047,-23.82159996032715,-74.83868408203125,,,-120.0,-60.395965576171875,,-76.89568328857422,-120.0,-39.06010055541992,,,-120.0,-29.51656150817871,5.563525676727295,5.563525676727295,-26.316253662109375,-65.72631072998047,,-71.56322479248047,-120.0,-66.81884002685547,,-69.9023666381836,-120.0,-80.07315826416016,,,-120.0,-49.54941177368164,,,-120.0,-60.200286865234375,,-73.79877471923828,-120.0,-119.99996948242188,,0.0,-120.0,h5fcofk0,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/8042b88a-6179-406b-9ec4-b45a4cdd4a71.npz,-28.944183349609375,6.287642478942871,6.287642478942871,-28.309635162353516,-28.199892044067383,6.461123466491699,6.461123466491699,-28.323347091674805,-27.971874237060547,9.276970863342285,9.276970863342285,-27.085739135742188,-37.88511657714844,2.079775094985962,2.079775094985962,-32.76131057739258,-55.24967956542969,,,-120.0,-77.58387756347656,,-61.12917709350586,-120.0,-55.33659362792969,,-84.05157470703125,-120.0,-65.46378326416016,0.18997207283973694,0.18997207283973694,-45.469818115234375,-59.69204330444336,0.12129810452461243,0.12129810452461243,-37.19159698486328,-59.423866271972656,,-76.46575164794922,-120.0,-119.99996948242188,0.0,0.0,-51.965545654296875,h5fcofk0,MoisesDBDatasource
