full_path,vocals/PredDecibel,vocals/SNR,vocals/SignalNoiseRatio,vocals/TargetDecibel,model,test_set
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0358fd1e-244a-4422-9a42-29b5d68f6e4b.npz,-33.72504806518555,9.089241981506348,9.089241981506348,-33.48835754394531,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/05e7af85-9721-4b42-952a-ccd34feb6033.npz,-32.48655319213867,8.267171859741211,8.267171859741211,-32.111732482910156,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/06bfc6e7-e5ac-4827-bf8e-ffaf1675872f.npz,-27.633058547973633,14.577775001525879,14.577775001525879,-27.51344871520996,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/07fb2df2-91d6-458d-9230-9638b4edac08.npz,-36.216285705566406,7.814678192138672,7.814678192138672,-35.46328353881836,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/0d528a19-cb0f-4421-b250-444f9343e51c.npz,-24.899023056030273,9.094557762145996,9.094557762145996,-24.46686553955078,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/11845abc-8ca3-4fb2-bd84-521aeeff56f4.npz,-28.627849578857422,14.08645248413086,14.08645248413086,-28.53472900390625,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/125fc63d-9b69-4170-a46a-42c91bc28446.npz,-28.334157943725586,11.877216339111328,11.877216339111328,-28.39012336730957,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1a32e987-cae8-458f-9c26-d9a6abf5348d.npz,-32.89360809326172,12.367218017578125,12.367218017578125,-32.74550247192383,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1afe1b3b-3e2e-48d3-b859-f50e222cbaf4.npz,-32.25204849243164,7.9005608558654785,7.9005608558654785,-31.761615753173828,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/1f98fe4d-26c7-460f-9f68-33964bc4d8d3.npz,-35.28004837036133,5.841915130615234,5.841915130615234,-34.50276565551758,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/215391aa-1168-42dd-9cab-f8b0c6ff566b.npz,-33.8018684387207,6.055265426635742,6.055265426635742,-31.544389724731445,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/25789239-1075-43b9-bfc9-51dff4a29590.npz,-30.871780395507812,6.997692108154297,6.997692108154297,-30.292932510375977,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/28748b6e-6125-42f7-998d-2ad734e39b6c.npz,-31.272085189819336,5.833727836608887,5.833727836608887,-31.150056838989258,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/35983cdd-3903-46cb-b184-f96274ced57b.npz,-29.821624755859375,7.11922550201416,7.11922550201416,-29.064075469970703,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/3c3b5fdb-f15e-4ba4-884a-b083ce2426c6.npz,-39.32257843017578,9.14553451538086,9.14553451538086,-39.27431106567383,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/3c557409-3a34-43c2-9159-5421bbad5ecb.npz,-35.58015441894531,6.630868911743164,6.630868911743164,-35.09471130371094,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/3e656eec-84d4-4a45-b410-d3817d849f92.npz,-28.700220108032227,7.627261161804199,7.627261161804199,-28.195459365844727,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/4380ad97-2620-4419-a011-ddfa29a87f54.npz,-35.978477478027344,8.233720779418945,8.233720779418945,-35.395835876464844,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/48c78ca6-18e9-42f2-9f05-fdbee90a7786.npz,-34.338958740234375,12.492631912231445,12.492631912231445,-34.17191696166992,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/491c1ff5-1e7b-4046-8029-a82d4a8aefb4.npz,-31.807273864746094,15.994144439697266,15.994144439697266,-31.745960235595703,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/4999a0bf-a753-4e0e-85b1-690259dabf96.npz,-31.137170791625977,7.6523637771606445,7.6523637771606445,-30.631244659423828,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/5640831d-7853-4d06-8166-988e2844b652.npz,-30.071144104003906,8.36839771270752,8.36839771270752,-29.614757537841797,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/5a6df5c7-a58a-479e-bdfb-c5946c221933.npz,-29.354209899902344,10.369939804077148,10.369939804077148,-28.92911148071289,4vxw0l1g,MoisesDBDatasource
/home/hice1/kwatchar3/Documents/data/moisesdb/intermediates/npz-coarse/test/606e3380-b062-4b74-88ac-b60d6f4d0a37.npz,-30.21495819091797,13.556500434875488,13.556500434875488,-30.068151473999023,4vxw0l1g,MoisesDBDatasource
